name,mass,GeoLocation,KE,crater_diameter,crater_depth
Allan Hills A77235,4.9,"(-76.716670, 159.666670)",980000.0000000001,74.06714247471324,10.611476204290211
Allan Hills A77236,6.91,"(-76.716670, 159.666670)",1382000.0,81.94631266273889,11.740311800834679
Allan Hills A77237,4.1,"(-76.716670, 159.666670)",819999.9999999999,70.28435358673133,10.06952233744058
Allan Hills A77238,5.83,"(-76.716670, 159.666670)",1166000.0,77.95106348267697,11.167919101617061
Allan Hills A77239,19.0,"(-76.716670, 159.666670)",3800000.0,110.33679297827096,15.80776865458722
Allan Hills A77240,25.1,"(-76.716670, 159.666670)",5020000.0,119.75205205371573,17.15667714893637
Allan Hills A77241,144.1,"(-76.716670, 159.666670)",28820000.0,200.2174839282753,28.684825624440656
Allan Hills A77242,56.5,"(-76.716670, 159.666670)",11300000.0,152.02547575043664,21.78043683705516
Allan Hills A77243,9.22,"(-76.716670, 159.666670)",1844000.0000000002,89.20029415585718,12.779577653798643
Allan Hills A77244,39.5,"(-76.716670, 159.666670)",7900000.0,136.83529363902204,19.604164732739243
Allan Hills A77245,33.4,"(-76.716670, 159.666670)",6680000.0,130.24850842389336,18.66048697985481
Allan Hills A77246,41.6,"(-76.716670, 159.666670)",8320000.0,138.93583362305984,19.905105599526255
Allan Hills A77247,44.3,"(-76.716670, 159.666670)",8860000.0,141.5292673744003,20.276662535844512
Allan Hills A77248,96.1,"(-76.716670, 159.666670)",19220000.0,177.7288255284496,25.462912971908754
Allan Hills A77249,503.6,"(-76.716670, 159.666670)",100720000.00000001,289.2826141216217,41.44503856233507
Allan Hills A77250,10555.0,"(-76.716670, 159.666670)",2111000000.0,707.844709351797,101.41173317417623
Allan Hills A77251,68.8,"(-76.716670, 159.666670)",13760000.0,161.09189203246063,23.079367205102404
Allan Hills A77252,343.1,"(-76.716670, 159.666670)",68620000.0,258.40811964722866,37.02170113513024
Allan Hills A77253,23.6,"(-76.716670, 159.666670)",4720000.000000001,117.60135961520942,16.848551023485427
Allan Hills A77254,245.8,"(-76.716670, 159.666670)",49160000.0,234.26588723341027,33.56288368628456
Allan Hills A77255,765.1,"(-76.716670, 159.666670)",153020000.0,327.14511964136864,46.86953669920824
Allan Hills A77256,676.2,"(-76.716670, 159.666670)",135240000.0,315.474331772156,45.197482349308764
Allan Hills A77257,1995.7,"(-76.716670, 159.666670)",399140000.0,433.70750547701124,62.13655232564971
Allan Hills A77258,597.3,"(-76.716670, 159.666670)",119459999.99999999,304.1705347262982,43.57800616374919
Allan Hills A77259,294.0,"(-76.716670, 159.666670)",58800000.0,246.93342066218122,35.377740113239945
