name,mass,GeoLocation
Lost City,17000.0,"(36.008330, -95.150000)"
Louisville,1300.0,"(38.250000, -85.750000)"
Łowicz,59000.0,"(52.000000, 19.916670)"
Lua,9241.0,"(24.950000, 75.150000)"
Lucé,3500.0,"(47.850000, 0.483330)"
Lumpkin,340.0,"(32.033330, -84.766670)"
Lunan,2520.0,"(24.800000, 103.300000)"
Lundsgård,11000.0,"(56.216670, 13.033330)"
Luotolax,885.0,"(61.200000, 27.700000)"
Luponnas,14000.0,"(46.216670, 5.000000)"
Mabwe-Khoywa,540.0,"(19.000000, 97.000000)"
Macau,1500.0,"(-5.200000, -36.666670)"
Machinga,93200.0,"(-15.212220, 35.242220)"
Macibini,1995.0,"(-28.833330, 31.950000)"
Madhipura,1000.0,"(25.916670, 86.366670)"
Madiun,400.0,"(-7.750000, 111.533330)"
Madrid,400.0,"(40.416670, -3.716670)"
Mafra,600.0,"(-26.166670, -49.933330)"
Magnesia,5000.0,"(37.866670, 27.516670)"
Magombedze,666.6,"(-19.483330, 31.650000)"
Mahadevpur,70500.0,"(27.666670, 95.783330)"
Maigatari-Danduma,4629.0,"(12.833330, 9.383330)"
Malaga,150.0,"(32.216670, -104.000000)"
Malakal,2000.0,"(9.500000, 31.750000)"
Malampaka,470.0,"(-3.133330, 33.516670)"
Malvern,807.0,"(-29.450000, 26.766670)"
Mamra Springs,1000.0,"(45.216670, 62.083330)"
Manbhoom,1700.0,"(23.050000, 86.700000)"
Manegaon,50.0,"(20.966670, 76.100000)"
Mangwendi,22300.0,"(-17.650000, 31.600000)"
Manych,3555.0,"(45.816670, 44.633330)"
Mardan,4500.0,"(34.233330, 72.083330)"
Mariaville,340.0,"(42.716670, -99.383330)"
Maribo,25.81,"(54.761830, 11.467450)"
Maridi,3200.0,"(4.666670, 29.250000)"
Marilia,2500.0,"(-22.250000, -49.933330)"
Marion (Iowa),28400.0,"(41.900000, -91.600000)"
Marjalahti,45000.0,"(61.500000, 30.500000)"
Marmande,3000.0,"(44.500000, 0.150000)"
Maromandia,6000.0,"(-14.200000, 48.100000)"
Maryville,1443.0,"(35.800000, -84.100000)"
Mascombes,1000.0,"(45.366670, 1.866670)"
Mason Gully,24.54,"(0.000000, 0.000000)"
Mässing,1600.0,"(48.133330, 12.616670)"
Mauerkirchen,19000.0,"(48.183330, 13.133330)"
Mauritius,220.0,"(-20.000000, 57.000000)"
Mayo Belwa,4850.0,"(8.966670, 12.083330)"
Mazapil,4000.0,"(24.683330, -101.683330)"
Maziba,4975.0,"(-1.216670, 30.000000)"
Mbale,150000.0,"(1.066670, 34.166670)"
Medanitos,31.0,"(-27.250000, -67.500000)"
Meerut,22.0,"(29.016670, 77.800000)"
Meester-Cornelis,24750.0,"(-6.233330, 106.883330)"
Menow,10500.0,"(53.183330, 13.150000)"
Menziswyl,28.9,"(46.818670, 7.218170)"
Mern,4000.0,"(55.050000, 12.066670)"
Meru,6000.0,"(0.000000, 37.666670)"
Merua,71400.0,"(25.483330, 81.983330)"
Messina,2405.0,"(38.183330, 15.566670)"
Meuselbach,870.0,"(50.583330, 11.100000)"
Mezel,1300.0,"(45.766670, 3.250000)"
Mezö-Madaras,22700.0,"(46.500000, 25.733330)"
Mhow,350.0,"(25.900000, 83.616670)"
Mianchi,1100.0,"(34.800000, 111.700000)"
Middlesbrough,1600.0,"(54.566670, -1.166670)"
Mifflin,3584.0,"(42.907500, -90.365560)"
Mighei,8000.0,"(48.066670, 30.966670)"
Mihonoseki,6380.0,"(35.568330, 133.220000)"
Mike,224.2,"(46.233330, 17.533330)"
Milena,10000.0,"(46.183330, 16.100000)"
Millbillillie,330000.0,"(-26.450000, 120.366670)"
Miller (Arkansas),16700.0,"(35.400000, -92.050000)"
Minamino,1040.0,"(35.078330, 136.933330)"
Mineo,42.0,"(37.283330, 14.700000)"
Min-Fan-Zhun,5500.0,"(32.333330, 120.666670)"
Minnichhof,550.0,"(47.700000, 16.600000)"
Mirzapur,8510.0,"(25.683330, 83.250000)"
Misshof,5800.0,"(56.666670, 23.000000)"
Mjelleim,100.7,"(61.733330, 5.933330)"
Mocs,300000.0,"(46.800000, 24.033330)"
Modoc (1905),35000.0,"(38.500000, -101.100000)"
Mokoia,4500.0,"(-39.633330, 174.400000)"
Molina,144000.0,"(38.116670, -1.166670)"
Molteno,150.0,"(-31.250000, 26.466670)"
Monahans (1998),2587.0,"(31.608330, -102.858330)"
Monroe,8600.0,"(35.250000, -80.500000)"
Monte das Fortes,4885.0,"(38.016670, -8.250000)"
Monte Milone,3130.0,"(43.266670, 13.350000)"
Montferré,149000.0,"(43.390560, 1.962500)"
Montlivault,500.0,"(47.633330, 1.583330)"
Moore County,1880.0,"(35.416670, -79.383330)"
Mooresfort,3520.0,"(52.450000, -8.333330)"
Moorleah,8887.5,"(-40.975000, 145.600000)"
Moradabad,70.0,"(28.783330, 78.833330)"
Morávka,633.0,"(49.600000, 18.533330)"
Mornans,1300.0,"(44.600000, 5.133330)"
Moss,3763.0,"(59.433330, 10.700000)"
Moti-ka-nagla,1500.0,"(26.833330, 77.333330)"
Motta di Conti,9150.0,"(45.200000, 8.500000)"
Mount Browne,11300.0,"(-29.800000, 141.700000)"
Mount Tazerzait,110000.0,"(18.700000, 4.800000)"
Mount Vaisi,17000.0,"(44.083330, 6.866670)"
Mtola,1100.0,"(-11.500000, 33.500000)"
Muddoor,4400.0,"(12.633330, 77.016670)"
Mulletiwu,25.5,"(9.333330, 80.833330)"
Muraid,4703.0,"(24.500000, 90.216670)"
Murchison,100000.0,"(-36.616670, 145.200000)"
Murray,12600.0,"(36.600000, -88.100000)"
Muzaffarpur,1245.0,"(26.133330, 85.533330)"
Nadiabondi,8165.0,"(12.000000, 1.000000)"
Nagai,1810.0,"(38.121670, 140.061670)"
Nagaria,20.0,"(26.983330, 78.216670)"
Nagy-Borové,6100.0,"(49.166670, 19.500000)"
Nakhla,10000.0,"(31.316670, 30.350000)"
Nakhon Pathom,23200.0,"(13.733330, 100.083330)"
Nammianthal,4500.0,"(12.283330, 79.200000)"
Nan Yang Pao,52900.0,"(35.666670, 103.500000)"
Nanjemoy,7500.0,"(38.416670, -77.166670)"
Nantong,529.0,"(32.116670, 121.800000)"
Naoki,17000.0,"(19.250000, 77.000000)"
Naragh,2700.0,"(33.750000, 51.500000)"
Narellan,367.5,"(-34.050000, 150.688890)"
Nassirah,347.0,"(-21.733330, 165.900000)"
Nawapali,105.0,"(21.250000, 83.666670)"
Neagari,420.0,"(36.449170, 136.465280)"
Nedagolla,4500.0,"(18.683330, 83.483330)"
Nejo,2450.0,"(9.500000, 35.333330)"
Nerft,10250.0,"(56.500000, 21.500000)"
Neuschwanstein,6189.0,"(47.525000, 10.808330)"
New Concord,230000.0,"(40.000000, -81.766670)"
New Halfa,12000.0,"(15.366670, 35.683330)"
New Orleans,19256.0,"(29.947180, -90.109760)"
Ngawi,1393.0,"(-7.450000, 111.416670)"
N'Goureyma,37500.0,"(13.850000, -4.383330)"
Nikolaevka,3996.0,"(52.450000, 78.633330)"
Nikolskoe,6000.0,"(56.116670, 37.333330)"
Ningbo,14250.0,"(29.866670, 121.483330)"
Ningqiang,4610.0,"(32.925000, 105.906670)"
Nio,467.0,"(34.200000, 131.566670)"
N'Kandhla,17200.0,"(-28.566670, 30.700000)"
Nobleborough,2300.0,"(44.083330, -69.483330)"
Noblesville,483.7,"(40.085280, -86.055000)"
Nogata,472.0,"(33.725000, 130.750000)"
Nogoya,4000.0,"(-32.366670, -59.833330)"
Norfork,1050.0,"(36.216670, -92.266670)"
Norton County,1100000.0,"(39.683330, -99.866670)"
Noventa Vicentina,177.0,"(45.291670, 11.527220)"
Novo-Urei,1900.0,"(54.816670, 46.000000)"
Novy-Projekt,1001.0,"(56.000000, 22.000000)"
Noyan-Bogdo,250.0,"(42.916670, 102.466670)"
Nuevo Mercurio,50000.0,"(24.300000, -102.133330)"
Nulles,5000.0,"(41.633330, 0.750000)"
Numakai,363.0,"(43.333330, 141.866670)"
Nyaung,737.6,"(21.208330, 94.916670)"
Nyirábrany,1100.0,"(47.550000, 22.025000)"
Ochansk,500000.0,"(57.783330, 55.266670)"
Oesede,1400.0,"(52.283330, 8.050000)"
Oesel,6000.0,"(58.500000, 23.000000)"
Ofehértó,3750.0,"(47.883330, 22.033330)"
Ogi,14360.0,"(33.283330, 130.200000)"
Ohaba,16250.0,"(46.066670, 23.583330)"
Ohuma,7700.0,"(6.750000, 8.500000)"
Ojuelos Altos,5850.0,"(38.183330, -5.400000)"
Okabe,194.0,"(36.183330, 139.216670)"
Okano,4742.0,"(35.083330, 135.200000)"
Okniny,12000.0,"(50.833330, 25.500000)"
Oldenburg (1930),16570.0,"(52.950000, 8.166670)"
Olivenza,150000.0,"(38.716670, -7.066670)"
Olmedilla de Alarcón,40000.0,"(39.566670, -2.100000)"
Omolon,250000.0,"(64.020000, 161.808330)"
Orgueil,14000.0,"(43.883330, 1.383330)"
Orlando,180.0,"(28.547500, -81.362220)"
Ornans,6000.0,"(47.116670, 6.150000)"
Ortenau,4500.0,"(48.500000, 8.000000)"
Orvinio,3400.0,"(42.133330, 12.933330)"
Oterøy,246.0,"(58.883330, 9.400000)"
Otomi,6510.0,"(38.400000, 140.350000)"
Ottawa,840.0,"(38.600000, -95.216670)"
Ouadangou,4440.0,"(12.900000, 0.080000)"
Oued el Hadjar,1215.5,"(30.180000, -6.577170)"
Oum Dreyga,17000.0,"(24.300000, -13.100000)"
Ourique,20000.0,"(37.608330, -8.280000)"
Ovambo,121.5,"(-18.000000, 16.000000)"
Oviedo,205.0,"(43.400000, -5.866670)"
Pacula,3400.0,"(21.050000, -99.300000)"
Padvarninkai,3858.0,"(55.666670, 25.000000)"
Paitan,515.0,"(17.743330, 120.455830)"
Palca de Aparzo,1430.0,"(-23.116670, -65.100000)"
Palinshih,18000.0,"(43.483330, 118.616670)"
Palmyra,135.0,"(39.800000, -91.500000)"
Palolo Valley,682.0,"(21.300000, -157.783330)"
Pampanga,10500.0,"(15.083330, 120.700000)"
Pantar,2130.0,"(8.066670, 124.283330)"
Paragould,408000.0,"(36.066670, -90.500000)"
Parambu,2000.0,"(-6.233330, -40.700000)"
Paranaiba,100000.0,"(-19.133330, -51.666670)"
Park Forest,18000.0,"(41.484720, -87.679170)"
Parnallee,77600.0,"(9.233330, 78.350000)"
Parsa,800.0,"(26.200000, 85.400000)"
Pasamonte,5100.0,"(36.216670, -103.400000)"
Patora,4375.0,"(20.936940, 82.050000)"
Patrimonio,2121.0,"(-19.533330, -48.566670)"
Patti,12.0,"(38.133330, 14.966670)"
Patwar,37350.0,"(23.150000, 91.183330)"
Pavel,2968.0,"(43.466670, 25.516670)"
Pavlodar (stone),142.5,"(52.300000, 77.033330)"
Pavlograd,40000.0,"(48.533330, 35.983330)"
Pavlovka,2000.0,"(52.033330, 43.000000)"
Peace River,45760.0,"(56.133330, -117.933330)"
Peckelsheim,117.8,"(51.666670, 9.250000)"
Peekskill,12570.0,"(41.283330, -73.916670)"
Peña Blanca Spring,70000.0,"(30.125000, -103.116670)"
Peramiho,165.0,"(-10.666670, 35.500000)"
Perpeti,23474.0,"(23.325000, 91.000000)"
Perth,2.0,"(56.400000, -3.433330)"
Pervomaisky,66000.0,"(56.633330, 39.433330)"
Pesyanoe,3393.0,"(55.500000, 66.083330)"
Pétèlkolé,189.0,"(14.052000, 0.420000)"
Petersburg,1800.0,"(35.300000, -86.633330)"
Phillips County (stone),57900.0,"(40.000000, -99.250000)"
Phu Hong,500.0,"(11.250000, 108.583330)"
Phum Sambo,7800.0,"(12.000000, 105.483330)"
Phuoc-Binh,11000.0,"(15.716670, 108.100000)"
Piancaldoli,13.1,"(44.244170, 11.502220)"
Pillistfer,23250.0,"(58.666670, 25.733330)"
Piplia Kalan,42000.0,"(26.034720, 73.941670)"
Piquetberg,37.0,"(-32.866670, 18.716670)"
Pirgunje,842.0,"(25.800000, 88.450000)"
Pirthalla,1161.0,"(29.583330, 76.000000)"
Pitts,3760.0,"(31.950000, -83.516670)"
Plantersville,2085.0,"(30.700000, -96.116670)"
Pleşcoi,6913.0,"(45.275000, 26.709720)"
Ploschkovitz,39.0,"(50.533330, 14.116670)"
Pnompehn,96.0,"(11.583330, 104.916670)"
Pohlitz,3000.0,"(50.933330, 12.133330)"
Pokhra,350.0,"(26.716670, 82.666670)"
Pollen,253.6,"(66.348330, 14.015000)"
Pontlyfni,157.0,"(53.036390, -4.319440)"
Portales Valley,71400.0,"(34.175000, -103.295000)"
Portugal,4500.0,"(38.500000, -8.000000)"
Po-wang Chen,665.0,"(31.416670, 118.500000)"
Prambachkirchen,2125.0,"(48.302500, 13.940830)"
Pribram,5555.0,"(49.666670, 14.033330)"
Pricetown,900.0,"(39.116670, -83.850000)"
Puerto Lápice,500.0,"(39.350000, -3.516670)"
Pulsora,560.0,"(23.366670, 75.183330)"
Pultusk,250000.0,"(52.766670, 21.266670)"
Punganaru,100.0,"(13.333330, 78.950000)"
Putinga,300000.0,"(-29.033330, -53.050000)"
Qidong,1275.0,"(32.083330, 121.500000)"
Qingzhen,2600.0,"(26.533330, 106.466670)"
Queen's Mercy,7000.0,"(-30.116670, 28.700000)"
Quenggouk,6045.0,"(17.766670, 95.183330)"
Quesa,10750.0,"(39.000000, -0.666670)"
Quija,17450.0,"(44.616670, 126.133330)"
Quincay,65.0,"(46.600000, 0.250000)"
Raco,5000.0,"(-26.666670, -65.450000)"
Raghunathpura,10200.0,"(27.725280, 76.465000)"
Rahimyar Khan,67225.0,"(28.225000, 70.200000)"
Rakovka,9000.0,"(52.983330, 37.033330)"
Ramnagar,3766.0,"(26.450000, 82.900000)"
Rampurhat,100.0,"(24.166670, 87.766670)"
Ramsdorf,4682.0,"(51.883330, 6.933330)"
Ranchapur,290.4,"(23.983330, 87.083330)"
Rancho de la Presa,300.0,"(19.866670, -100.816670)"
Rangala,3224.5,"(25.383330, 72.016670)"
Raoyang,4910.0,"(38.200000, 115.700000)"
Ras Tanura,6.1,"(26.666670, 50.150000)"
Rasgrad,24700.0,"(43.500000, 26.533330)"
Ratyn,910.0,"(52.200000, 17.983330)"
Red Canyon Lake,18.41,"(38.137420, -119.758120)"
Reliegos,17300.0,"(42.475000, -5.333330)"
Rembang,10000.0,"(-6.733330, 111.366670)"
Renazzo,1000.0,"(44.766670, 11.283330)"
Renca,300.0,"(-32.750000, -65.283330)"
Renqiu,355.0,"(38.666670, 116.133330)"
Repeev Khutor,7000.0,"(48.600000, 45.666670)"
Revelstoke,1.0,"(51.333330, -118.950000)"
Rewari,3332.0,"(28.200000, 76.666670)"
Rich Mountain,668.0,"(35.033330, -83.033330)"
Richardton,90000.0,"(46.883330, -102.316670)"
Richland Springs,1900.0,"(31.250000, -99.033330)"
Richmond,1800.0,"(37.466670, -77.500000)"
Rio Negro,1310.0,"(-26.100000, -49.800000)"
Rivolta de Bassi,103.3,"(45.483330, 9.516670)"
Rochester,340.0,"(41.083330, -86.283330)"
Rockhampton,1641.0,"(-23.383330, 150.516670)"
Roda,400.0,"(42.300000, 0.550000)"
Rodach,2900.0,"(50.350000, 10.800000)"
Rose City,10600.0,"(44.516670, -83.950000)"
Rowton,3500.0,"(52.766670, -2.516670)"
Ruhobobo,465.5,"(-1.450000, 29.833330)"
Rumuruti,67.0,"(0.266670, 36.533330)"
Rupota,6000.0,"(-10.266670, 38.766670)"
Ryechki,13000.0,"(51.133330, 34.500000)"
Sabetmahet,1250.0,"(27.433330, 82.083330)"
Sabrum,478.0,"(23.083330, 91.666670)"
Saint-Sauveur,14000.0,"(43.733330, 1.383330)"
Saint-Séverin,271000.0,"(45.300000, 0.233330)"
Sakauchi,4180.0,"(35.666670, 136.300000)"
Salem,61.4,"(44.979170, -122.969440)"
Salles,9000.0,"(46.050000, 4.633330)"
Salzwedel,43.0,"(52.750000, 11.050000)"
Samelia,2462.0,"(25.666670, 74.866670)"
San Juan Capistrano,56.0,"(33.484720, -117.662500)"
San Michele,237.0,"(43.666670, 13.000000)"
San Pedro de Quiles,282.0,"(-31.016670, -71.400000)"
San Pedro Jacuaro,460.0,"(19.766670, -100.650000)"
Santa Barbara,400.0,"(-29.200000, -51.866670)"
Santa Cruz,60.0,"(24.166670, -99.333330)"
Santa Isabel,5500.0,"(-33.900000, -61.700000)"
Santa Lucia (2008),4000.0,"(-31.535556, -68.489444)"
São Jose do Rio Preto,927.0,"(-20.810000, -49.380560)"
Saratov,200000.0,"(52.550000, 46.550000)"
Sasagase,695.0,"(34.716670, 137.783330)"
Sauguis,4000.0,"(43.150000, -0.850000)"
Savtschenskoje,2500.0,"(47.216670, 29.866670)"
Sayama,430.0,"(35.866670, 139.400000)"
Sazovice,412.0,"(49.233330, 17.566670)"
Schellin,7000.0,"(53.350000, 15.050000)"
Schenectady,283.3,"(42.860830, -73.950280)"
Schönenberg,8000.0,"(48.116670, 10.466670)"
Searsmont,5400.0,"(44.366670, -69.200000)"
Sediköy,240.0,"(38.300000, 27.133330)"
Segowlie,6930.0,"(26.750000, 84.783330)"
Selakopi,1590.0,"(-7.233330, 107.333330)"
Seldebourak,150.0,"(22.833330, 4.983330)"
Semarkona,691.0,"(22.250000, 79.000000)"
Sena,4000.0,"(41.716670, -0.050000)"
Senboku,866.0,"(39.438330, 140.511670)"
Seoni,20000.0,"(21.683890, 79.500830)"
Seres,8500.0,"(41.050000, 23.566670)"
Serra de Magé,1800.0,"(-8.383330, -36.766670)"
Sete Lagoas,350.0,"(-19.466670, -44.216670)"
Sevilla,180.0,"(37.416670, -6.000000)"
Sevrukovo,101000.0,"(50.616670, 36.600000)"
Sfax,7000.0,"(34.750000, 10.716670)"
Shalka,4000.0,"(23.100000, 87.300000)"
Sharps,1265.0,"(37.833330, -76.700000)"
Shelburne,18600.0,"(44.050000, -80.166670)"
Shergotty,5000.0,"(24.550000, 84.833330)"
Sheyang,605.0,"(33.650000, 120.066670)"
Shikarpur,3679.7,"(25.850000, 87.577500)"
Shuangyang,3900.0,"(43.500000, 125.666670)"
Shupiyan,5000.0,"(33.716670, 74.833330)"
Shytal,3200.0,"(24.333330, 90.166670)"
Siena,3700.0,"(43.116670, 11.600000)"
Sikhote-Alin,23000000.0,"(46.160000, 134.653330)"
Silao,1710.0,"(20.933330, -101.383330)"
Silistra,0.15,"(44.116670, 27.266670)"
Simmern,1222.0,"(49.983330, 7.533330)"
Sinai,1455.0,"(30.900000, 32.483330)"
Sindhri,8400.0,"(26.216670, 69.550000)"
Sinnai,2000.0,"(39.300000, 9.200000)"
Sioux County,4100.0,"(42.583330, -103.666670)"
Sitathali,1600.0,"(20.916670, 82.583330)"
Sivas,40000.0,"(39.824670, 36.135830)"
Sixiangkou,630.0,"(32.433330, 119.866670)"
Ski,850.0,"(59.733330, 10.866670)"
Slavetic,1708.0,"(45.683330, 15.600000)"
Slobodka,2750.0,"(55.000000, 35.000000)"
Soheria,72.9,"(27.133330, 84.066670)"
Soko-Banja,80000.0,"(43.666670, 21.866670)"
Sologne,54.0,"(47.366670, 1.733330)"
Sołtmany,1066.0,"(54.008830, 22.005000)"
Sone,17100.0,"(35.166670, 135.333330)"
Songyuan,36900.0,"(45.250000, 125.000000)"
Sopot,958.0,"(44.416670, 23.500000)"
Soroti,2050.0,"(1.700000, 33.633330)"
St. Caprais-de-Quinsac,360.0,"(44.750000, 0.050000)"
St. Christophe-la-Chartreuse,5500.0,"(46.950000, -1.500000)"
St. Denis Westrem,700.0,"(51.050000, 3.750000)"
St. Germain-du-Pinel,4000.0,"(48.016670, -1.150000)"
St. Louis,1000.0,"(38.700000, -90.233330)"
St. Mark's,13780.0,"(-32.016670, 27.416670)"
St. Mary's County,24.3,"(38.166670, -76.383330)"
St. Mesmin,8300.0,"(48.450000, 3.933330)"
St. Michel,17000.0,"(61.650000, 27.200000)"
St.-Chinian,134.3,"(43.433330, 2.950000)"
Ställdalen,34000.0,"(59.933330, 14.950000)"
Stannern,52000.0,"(49.283330, 15.566670)"
Stavropol,1500.0,"(45.050000, 41.983330)"
Ste. Marguerite,4960.0,"(50.766670, 3.000000)"
Sterlitamak,325000.0,"(53.666670, 55.983330)"
Stratford,50.0,"(41.200000, -73.133330)"
Strathmore,13400.0,"(56.583330, -3.250000)"
Stretchleigh,10400.0,"(50.383330, -3.950000)"
St-Robert,25400.0,"(45.968610, -72.978060)"
Success,3500.0,"(36.483330, -90.666670)"
Suchy Dul,815.3,"(50.538060, 16.263330)"
Suizhou,260000.0,"(31.616670, 113.466670)"
Sulagiri,110000.0,"(12.666670, 78.033330)"
Sultanpur,1710.5,"(25.933330, 84.283330)"
Sungach,637.0,"(44.866670, 133.166670)"
Supuhee,7235.0,"(26.716670, 84.216670)"
Sutter's Mill,992.5,"(38.803890, -120.908060)"
Sylacauga,5560.0,"(33.188360, -86.294500)"
Tabor,7540.0,"(49.400000, 14.650000)"
Tadjera,9000.0,"(36.183330, 5.416670)"
Tagish Lake,10000.0,"(59.704440, -134.201390)"
Tahara,1000.0,"(34.720000, 137.305000)"
Takenouchi,720.0,"(35.383330, 134.900000)"
Tambakwatu,10500.0,"(-7.750000, 112.766670)"
Tamdakht,100000.0,"(31.163330, -7.015000)"
Tané,905.0,"(35.433330, 136.233330)"
Taonan,3850.0,"(45.400000, 122.900000)"
Tatahouine,12000.0,"(32.950000, 10.416670)"
Tathlith,2500.0,"(19.383330, 43.733330)"
Tauk,6000.0,"(35.133330, 44.450000)"
Tauti,21000.0,"(46.716670, 23.500000)"
Tenham,160000.0,"(-25.733330, 142.950000)"
Tennasilm,28500.0,"(58.033330, 26.950000)"
Thal,342.0,"(33.400000, 70.600000)"
Thika,14200.0,"(-1.002780, 37.150280)"
Thuathe,45300.0,"(-29.333330, 27.583330)"
Tianzhang,2232.0,"(32.946670, 118.990000)"
Tieschitz,28000.0,"(49.600000, 17.116670)"
Tilden,74800.0,"(38.200000, -89.683330)"
Tillaberi,3000.0,"(14.250000, 1.533330)"
Timochin,65500.0,"(54.500000, 35.200000)"
Tirupati,230.0,"(13.633330, 79.416670)"
Tissint,7000.0,"(29.481950, -7.611230)"
Tjabe,20000.0,"(-7.083330, 111.533330)"
Tjerebon,16500.0,"(-6.666670, 106.583330)"
Tomakovka,600.0,"(47.850000, 34.766670)"
Tomatlan,900.0,"(20.166670, -105.216670)"
Tomita,600.0,"(34.500000, 133.750000)"
Tomiya,27.5,"(38.366670, 140.865560)"
Tonk,7.7,"(24.650000, 76.866670)"
Torino,977.0,"(45.066670, 7.666670)"
Torrington,259.1,"(42.066670, -104.166670)"
Toulouse,1030.0,"(43.600000, 1.400000)"
Tounkin,2000.0,"(51.733330, 102.533330)"
Tourinnes-la-Grosse,14500.0,"(50.783330, 4.766670)"
Trebbin,1250.0,"(52.216670, 13.166670)"
Trenzano,11800.0,"(45.466670, 10.000000)"
Treysa,63000.0,"(50.916670, 9.183330)"
Tromøy,357.4,"(58.473330, 8.866670)"
Troup,1020.0,"(32.166670, -95.100000)"
Trysil,640.0,"(61.300000, 12.300000)"
Tsukuba,800.0,"(36.063330, 140.145000)"
Tuan Tuc,13100.0,"(9.666670, 105.666670)"
Tugalin-Bulen,10000.0,"(45.466670, 105.383330)"
Turtle Lake,89.3,"(45.345830, -92.051670)"
Tuxtuac,30000.0,"(21.666670, -103.366670)"
Tysnes Island,19860.0,"(60.000000, 5.616670)"
Tyumen,750.0,"(57.166670, 65.533330)"
Uberaba,40000.0,"(-19.816670, -48.783330)"
Ucera,4590.0,"(11.050000, -69.850000)"
Uchkuduk,1000.0,"(41.766670, 62.516670)"
Udei Station,103000.0,"(7.950000, 8.083330)"
Uden,710.0,"(51.650000, 5.616670)"
Udipi,3600.0,"(13.483330, 74.783330)"
Ufana,189.2,"(-4.266670, 35.350000)"
Ulmiz,76.5,"(46.933330, 7.216670)"
Umbala,100.0,"(30.333330, 76.333330)"
Umm Ruaba,1700.0,"(13.466670, 31.216670)"
Undulung,113.4,"(66.138890, 124.766670)"
Unkoku,1000.0,"(34.800000, 127.000000)"
Urasaki,1500.0,"(34.483330, 133.283330)"
Usti Nad Orlici,1269.0,"(49.975000, 16.375000)"
Utrecht,9700.0,"(52.116670, 5.183330)"
Utzenstorf,3422.0,"(47.116670, 7.550000)"
Uzcudun,20000.0,"(-44.116670, -66.150000)"
Vago,40.0,"(45.416670, 11.133330)"
Valdavur,2799.0,"(11.983330, 79.750000)"
Valdinizza,1004.0,"(44.866670, 9.150000)"
Valera,50000.0,"(9.316670, -70.628330)"
Varre-Sai,2500.0,"(-20.850010, -41.733560)"
Vavilovka,1932.0,"(46.150000, 32.833330)"
Vengerovo,10800.0,"(56.133330, 77.266670)"
Veramin,54000.0,"(35.333330, 51.633330)"
Verkhne Tschirskaia,8000.0,"(48.416670, 43.200000)"
Vernon County,1500.0,"(43.500000, -91.166670)"
Vetluga,750.0,"(57.800000, 45.800000)"
Vigarano,15000.0,"(44.850000, 11.400000)"
Villalbeto de la Peña,3500.0,"(42.800000, -4.666670)"
Vilna,0.1,"(54.225000, -111.691670)"
Virba,3600.0,"(43.533330, 22.633330)"
Vishnupur,2437.0,"(23.100000, 87.433330)"
Vissannapeta,1303.8,"(16.833330, 80.750000)"
Visuni,594.0,"(25.450000, 70.000000)"
Vouillé,20000.0,"(46.633330, 0.166670)"
Walters,28100.0,"(34.333330, -98.300000)"
Warrenton,1600.0,"(38.683330, -91.150000)"
Washougal,225.0,"(45.583330, -122.350000)"
Werdama,4000.0,"(32.797320, 21.787130)"
Wessely,3750.0,"(48.950000, 17.383330)"
Weston,150000.0,"(41.266667, -73.266667)"
Wethersfield (1971),350.0,"(41.700000, -72.650000)"
Wethersfield (1982),2756.0,"(41.710560, -72.673610)"
Whetstone Mountains,2138.74,"(31.961850, -110.434183)"
Wiluna,150000.0,"(-26.592780, 120.328330)"
Witklip Farm,22.0,"(-26.000000, 30.000000)"
Witsand Farm,66.0,"(-28.666670, 18.916670)"
Wittekrantz,2200.0,"(-32.500000, 23.000000)"
Wolamo,166.4,"(9.000000, 39.000000)"
Wold Cottage,25000.0,"(54.136670, -0.413330)"
Woolgorong,36000.0,"(-27.750000, 115.833330)"
Worden,1551.0,"(42.384670, -83.611500)"
Wuan,50000.0,"(36.750000, 114.250000)"
Xi Ujimgin,5900.0,"(44.666670, 117.500000)"
Xingyang,75500.0,"(32.333330, 114.316670)"
Yafa,5700.0,"(13.711110, 45.170000)"
Yambo,4.0,"(1.000000, 22.500000)"
Yangchiang,20000.0,"(21.833330, 111.833330)"
Yanzhuang,3500.0,"(24.566670, 114.166670)"
Yardymly,150200.0,"(38.933330, 48.250000)"
Yatoor,13600.0,"(14.300000, 79.766670)"
Yonozu,31650.0,"(37.750000, 139.000000)"
Yorktown (New York),250.0,"(41.283330, -73.816670)"
Yoshiki,0.1,"(34.166670, 131.450000)"
Yukan,4800.0,"(28.716670, 116.616670)"
Yurtuk,1472.0,"(47.316670, 35.366670)"
Zaborzika,3867.0,"(50.283330, 27.683330)"
Zabrodje,3000.0,"(55.183330, 27.916670)"
Zag,175000.0,"(27.333330, -9.333330)"
Zagami,18000.0,"(11.733330, 7.083330)"
Zaisan,463.0,"(47.500000, 83.000000)"
Zaisho,330.0,"(33.700000, 133.800000)"
Zaoyang,14250.0,"(32.300000, 112.750000)"
Zavetnoe,800.0,"(47.133330, 43.900000)"
Zavid,95000.0,"(44.400000, 19.116670)"
Zebrak,2000.0,"(49.883330, 13.916670)"
Zemaitkiemis,44100.0,"(55.300000, 25.000000)"
Zhaodong,42000.0,"(45.816670, 125.916670)"
Zhovtnevyi,107000.0,"(47.583330, 37.250000)"
Zhuanghe,2900.0,"(39.666670, 122.983330)"
Zmenj,246.0,"(51.833330, 26.833330)"
Zomba,7500.0,"(-15.183330, 35.283330)"
