name,mass,GeoLocation,KE,crater_diameter,crater_depth
Queen Alexandra Range 90254,166.9,"(-84.582270, 162.645590)",33380000.0,113.41345114230221,16.24855634809786
Queen Alexandra Range 90255,99.5,"(-84.574840, 162.572540)",19900000.0,97.40918854894666,13.955652288317445
Queen Alexandra Range 90256,166.0,"(-84.602920, 162.207040)",33200000.0,113.23324313081544,16.222738246280752
Queen Alexandra Range 90257,104.0,"(-84.594790, 162.360670)",20800000.0,98.68466304719544,14.138387396425156
Queen Alexandra Range 90258,126.5,"(-84.611470, 162.138610)",25300000.0,104.53578407904853,14.976667766416861
Queen Alexandra Range 90259,178.5,"(-84.609810, 162.134040)",35700000.0,115.67698432455191,16.572848979061234
Queen Alexandra Range 90260,131.2,"(-84.594960, 162.318790)",26239999.999999996,105.66337986180275,15.13821653712635
Queen Alexandra Range 90261,125.5,"(-84.611490, 162.144400)",25100000.0,104.29206754866202,14.941750904818326
Queen Alexandra Range 90263,105.8,"(-84.596330, 162.291530)",21160000.0,99.18394823966149,14.209919154799886
Queen Alexandra Range 90264,109.3,"(-84.585720, 162.580070)",21860000.0,100.13786946969685,14.34658586145383
Queen Alexandra Range 90265,141.3,"(-84.594820, 162.346740)",28260000.0,107.99333853959288,15.472025838258636
Queen Alexandra Range 90266,87.6,"(-84.606170, 162.132960)",17520000.0,93.82760159772435,13.442524288010599
Queen Alexandra Range 90267,98.0,"(-84.614570, 162.120540)",19600000.0,96.97499064055312,13.893445476782308
Queen Alexandra Range 90268,75.2,"(-84.593880, 162.371920)",15040000.0,89.7089605172249,12.852453436625275
Queen Alexandra Range 90269,54.0,"(-84.594820, 162.300260)",10800000.0,81.38364971898008,11.659700017535885
Queen Alexandra Range 90270,78.0,"(-84.593590, 162.249650)",15600000.0,90.67867804259772,12.991383252216448
Queen Alexandra Range 90271,79.8,"(-84.609700, 162.144610)",15960000.0,91.28915935246033,13.078845893224674
Queen Alexandra Range 90272,109.2,"(-84.612340, 162.130080)",21840000.0,100.11091607309073,14.342724293190841
Queen Alexandra Range 90273,64.1,"(-84.595000, 162.374770)",12819999.999999998,85.59277443388596,12.262734308596357
Queen Alexandra Range 90274,99.5,"(-84.594340, 162.296310)",19900000.0,97.40918854894666,13.955652288317445
Queen Alexandra Range 90275,45.7,"(-84.611880, 162.132720)",9140000.0,77.48569128614123,11.101246001714992
Queen Alexandra Range 90276,65.7,"(-84.610100, 162.075480)",13140000.000000002,86.21565513903805,12.351973390326686
Queen Alexandra Range 90277,26.0,"(-84.595340, 162.769260)",5200000.0,65.64230446033535,9.404463686626364
Queen Alexandra Range 90278,16.7,"(-84.602730, 162.435390)",3340000.0,57.62899841478522,8.256410669067591
Queen Alexandra Range 90279,8.9,"(-84.606210, 162.138820)",1780000.0,47.89120432744037,6.861293120480971
Queen Alexandra Range 90280,7.5,"(-84.596660, 162.295590)",1500000.0,45.540277751168674,6.524479783438065
Queen Alexandra Range 90281,29.3,"(-84.611310, 162.130680)",5860000.0,67.99013830940979,9.740833933792118
Queen Alexandra Range 90282,236.8,"(-84.583080, 162.773600)",47360000.0,125.70304987271747,18.009266699960016
Queen Alexandra Range 90283,93.0,"(-84.583380, 162.772170)",18600000.0,95.4928802423479,13.681105987270406
Queen Alexandra Range 90284,85.7,"(-84.583560, 162.770510)",17140000.0,93.22444729673198,13.356111375366089
Queen Alexandra Range 90285,179.1,"(-84.583080, 162.773600)",35820000.0,115.7912038757357,16.58921302402038
Queen Alexandra Range 90286,429.3,"(-84.612830, 162.138200)",85860000.0,149.73907114286277,21.452867455059184
Queen Alexandra Range 93001,1050.8,"(-84.617020, 162.232530)",210160000.0,194.83600155383317,27.91382960309832
Queen Alexandra Range 93002,2.6,"(-84.575600, 162.567580)",520000.0,33.349077050051655,4.777866753432275
Queen Alexandra Range 93004,3.5,"(-84.604600, 162.148320)",700000.0,36.395741293603294,5.2143572678860695
Queen Alexandra Range 93005,13.4,"(-84.623000, 162.021020)",2680000.0,54.0159077233315,7.738769180341425
Queen Alexandra Range 93006,2.7,"(-84.575940, 162.569430)",540000.0,33.72129469223878,4.831193755405304
Queen Alexandra Range 93007,3.1,"(-84.605120, 162.141330)",620000.0,35.1196057295564,5.031527449981926
Queen Alexandra Range 93008,2.9,"(-84.590710, 162.247340)",580000.0,34.43748354477922,4.933800940083793
Queen Alexandra Range 93009,12.5,"(-84.608730, 162.369780)",2500000.0,52.9226268223848,7.582136645625216
Queen Alexandra Range 93010,6214.9,"(-84.630920, 162.505130)",1242979999.9999998,328.6163288203719,47.08031438919211
Queen Alexandra Range 93011,7459.8,"(-84.615970, 162.447410)",1491960000.0,346.74421354854604,49.67746625707752
Queen Alexandra Range 93012,8000.0,"(-84.575340, 162.936820)",1600000000.0,353.9475599024117,50.70947769793204
Queen Alexandra Range 93013,1993.7,"(-84.630180, 162.492300)",398740000.0,235.21775862009932,33.69925671529461
Queen Alexandra Range 93014,1767.2,"(-84.623840, 162.441940)",353440000.0,227.02144450837088,32.52498443674427
Queen Alexandra Range 93015,2502.0,"(-84.535260, 162.700720)",500399999.99999994,251.4643673703004,36.02688130553758
Queen Alexandra Range 93016,1979.6,"(-84.619140, 162.430540)",395919999.99999994,234.72728966517843,33.62898804459676
Queen Alexandra Range 93017,8.800000000000002,"(-84.000000, 168.000000)",1760000.0000000005,47.73231646974965,6.838529521606999
Queen Alexandra Range 93018,1.3,"(-84.000000, 168.000000)",260000.0,27.19887226277088,3.8967371516790745
Queen Alexandra Range 93019,2570.0,"(-84.616380, 161.913570)",513999999.99999994,253.45536529773216,36.31212826422707
Queen Alexandra Range 93020,597.3,"(-84.623030, 162.054940)",119459999.99999999,165.0130820993094,23.64114957845467
Queen Alexandra Range 93021,2100.3,"(-84.578360, 162.962760)",420060000.00000006,238.848818511706,34.21947262141373
Queen Alexandra Range 93022,2202.3,"(-84.000000, 168.000000)",440460000.0,242.20334117677453,34.70006949943261
Queen Alexandra Range 93023,957.1,"(-84.630530, 162.504920)",191420000.0,189.55694649901565,27.15750817332993
Queen Alexandra Range 93024,708.2,"(-84.629280, 162.505370)",141640000.0,173.48862870853705,24.85542703208908
Queen Alexandra Range 93025,626.1,"(-84.630510, 162.502120)",125220000.0,167.3143038515579,23.970841788102376
Queen Alexandra Range 93026,1258.7,"(-84.630740, 162.505400)",251740000.00000003,205.460001043831,29.435912324474966
