name,mass,GeoLocation,KE,crater_diameter,crater_depth
Yamato 791753,13.64,"(-71.500000, 35.666670)",2728000.0,75.00849035838718,10.746341548541547
Yamato 791754,9.25,"(-71.500000, 35.666670)",1850000.0,66.91196779455073,9.586366238936735
Yamato 791755,7.7,"(-71.500000, 35.666670)",1540000.0,63.398420897271954,9.082986223893489
Yamato 791756,3.72,"(-71.500000, 35.666670)",744000.0,51.18682559181002,7.3334512928736855
Yamato 791757,3.83,"(-71.500000, 35.666670)",766000.0,51.62740282641883,7.39657205985615
Yamato 791758,3.66,"(-71.500000, 35.666670)",732000.0,50.942623351991486,7.298464844493374
Yamato 791759,3.17,"(-71.500000, 35.666670)",634000.0,48.83408418293145,6.996377947784307
Yamato 791760,3.8,"(-71.500000, 35.666670)",760000.0,51.50814081001894,7.379485589299585
Yamato 791761,3.81,"(-71.500000, 35.666670)",762000.0,51.54796842849914,7.385191625899019
Yamato 791762,4.06,"(-71.500000, 35.666670)",811999.9999999999,52.52052092417083,7.524527602965591
Yamato 791763,1.91,"(-71.500000, 35.666670)",382000.0,42.07396407764911,6.027866793734616
Yamato 791764,1.59,"(-71.500000, 35.666670)",318000.0,39.86505914581881,5.711400661270293
Yamato 791765,1.33,"(-71.500000, 35.666670)",266000.0,37.82564010536292,5.419216490323473
Yamato 791766,1.29,"(-71.500000, 35.666670)",258000.00000000003,37.487454556961296,5.37076520977456
Yamato 791767,1.31,"(-71.500000, 35.666670)",262000.0,37.65745853504125,5.395121396711919
Yamato 791768,1.25,"(-71.500000, 35.666670)",250000.0,37.14178342945251,5.321241482768054
Yamato 791769,0.94,"(-71.500000, 35.666670)",188000.0,34.15532485026154,4.893376533624071
Yamato 791770,1.58,"(-71.500000, 35.666670)",316000.0,39.7911570506392,5.700812831117221
Yamato 791771,156.43,"(-71.500000, 35.666670)",31286000.000000004,153.71315753966374,22.02222819754826
Yamato 791772,7.18,"(-71.500000, 35.666670)",1436000.0,62.1080247731065,8.898113319280423
Yamato 791773,4.14,"(-71.500000, 35.666670)",827999.9999999999,52.822787900823755,7.5678328895329825
Yamato 791774,37.5,"(-71.500000, 35.666670)",7500000.0,100.99133527660847,14.46886048686293
Yamato 791775,110.58,"(-71.500000, 35.666670)",22116000.0,138.8055407444147,19.886438755698666
Yamato 791776,2543.0,"(-71.500000, 35.666670)",508600000.00000006,349.0389415823337,50.0062281224913
Yamato 791777,43.81,"(-71.500000, 35.666670)",8762000.0,105.71782323102957,15.14601654800471
Yamato 791778,7.74,"(-71.500000, 35.666670)",1548000.0,63.49510344073665,9.096837770950216
Yamato 791779,6.08,"(-71.500000, 35.666670)",1216000.0,59.14357347066173,8.473401316040801
Yamato 791780,2.98,"(-71.500000, 35.666670)",596000.0,47.954406653315274,6.870348012497446
Yamato 791781,409.53,"(-71.500000, 35.666670)",81905999.99999999,204.00215217971967,29.227048744565018
Yamato 791782,17.73,"(-71.500000, 35.666670)",3546000.0,81.02270860667106,11.607988585226682
Yamato 791783,323.21,"(-71.500000, 35.666670)",64642000.0,190.2834403930204,27.26159174414442
Yamato 791784,44.07,"(-71.500000, 35.666670)",8814000.0,105.90195797522715,15.172397226280543
Yamato 791785,8826.0,"(-71.500000, 35.666670)",1765200000.0,503.2811775252733,72.10425650213087
Yamato 791786,64.47,"(-71.500000, 35.666670)",12894000.0,118.4386938508406,16.968514505531076
Yamato 791787,37.38,"(-71.500000, 35.666670)",7476000.000000001,100.89618276781079,14.455228145325927
Yamato 791788,21.68,"(-71.500000, 35.666670)",4336000.0,85.96002876115806,12.315350224703838
Yamato 791789,2.55,"(-71.500000, 35.666670)",509999.99999999994,45.80627600294468,6.562588910168147
Yamato 791790,31.65,"(-71.500000, 35.666670)",6329999.999999999,96.07744115089697,13.764855055531607
Yamato 791791,45.46,"(-71.500000, 35.666670)",9092000.0,106.87357430491545,15.311599080405092
Yamato 791792,2.78,"(-71.500000, 35.666670)",556000.0,46.984552302486456,6.731398594150964
Yamato 791793,53.14,"(-71.500000, 35.666670)",10628000.0,111.89430841458045,16.03091129838309
Yamato 791794,11.31,"(-71.500000, 35.666670)",2262000.0,70.98798855578545,10.170330948130177
Yamato 791795,8.39,"(-71.500000, 35.666670)",1678000.0,65.01894392964229,9.315155861089535
Yamato 791796,6.31,"(-71.500000, 35.666670)",1262000.0,59.792973730420435,8.56643981021306
Yamato 791797,4.22,"(-71.500000, 35.666670)",844000.0,53.12095943145405,7.610551428366317
Yamato 791798,3.78,"(-71.500000, 35.666670)",756000.0,51.42826307767059,7.3680416395568695
Yamato 791799,1.08,"(-71.500000, 35.666670)",216000.0,35.57881219550066,5.097317195926119
Yamato 791800,12.17,"(-71.500000, 35.666670)",2434000.0,72.53464294661254,10.391917548019943
Yamato 791801,27.84,"(-71.500000, 35.666670)",5568000.0,92.52066365571045,13.255281464691214
Yamato 791802,58.89,"(-71.500000, 35.666670)",11778000.0,115.3269322200537,16.52269759677438
Yamato 791803,11.07,"(-71.500000, 35.666670)",2214000.0,70.54160452354941,10.106378250918116
Yamato 791804,9.32,"(-71.500000, 35.666670)",1864000.0,67.06049245652497,9.607645120011808
Yamato 791805,15.18,"(-71.500000, 35.666670)",3036000.0,77.4058076693082,11.089801208911954
Yamato 791806,11.88,"(-71.500000, 35.666670)",2376000.0,72.02197619395297,10.318468635792296
Yamato 791810,39.64,"(-71.500000, 35.666670)",7928000.0,102.65323110537003,14.706957535725495
Yamato 791811,30.05,"(-71.500000, 35.666670)",6010000.0,94.62275289765942,13.55644429108014
Yamato 791812,4.3,"(-71.500000, 35.666670)",860000.0,53.41516709361781,7.652702070363022
Yamato 791814,5.44,"(-71.500000, 35.666670)",1088000.0,57.240201630846336,8.200708401054746
Yamato 791815,3.24,"(-71.500000, 35.666670)",648000.0,49.14878724532475,7.041464931653623
Yamato 791816,5.13,"(-71.500000, 35.666670)",1026000.0,56.26094668014331,8.060412174413274
Yamato 791817,3.68,"(-71.500000, 35.666670)",736000.0,51.024336023789736,7.31017168295649
Yamato 791818,1.32,"(-71.500000, 35.666670)",264000.0,37.74177416986874,5.407201157355135
Yamato 791819,0.62,"(-71.500000, 35.666670)",124000.0,30.22065788236819,4.32966334709387
Yamato 791820,572.12,"(-71.500000, 35.666670)",114423999.99999999,225.08081728084093,32.24695400437863
Yamato 791821,662.0,"(-71.500000, 35.666670)",132400000.0,234.95021847647277,33.660926684285855
Yamato 791822,11.58,"(-71.500000, 35.666670)",2316000.0,71.48224864597897,10.241142768467506
Yamato 791823,8.72,"(-71.500000, 35.666670)",1744000.0,65.76084979283203,9.421447479073166
Yamato 791824,23.28,"(-71.500000, 35.666670)",4656000.0,87.77911779403895,12.57596808224426
Yamato 791825,29.15,"(-71.500000, 35.666670)",5830000.0,93.78032181827858,13.435750592715088
Yamato 791826,115.35,"(-71.500000, 35.666670)",23070000.0,140.54030584979174,20.13497566451793
Yamato 791827,9.02,"(-71.500000, 35.666670)",1804000.0,66.41830087426044,9.515639401064002
Yamato 791828,841.0,"(-71.500000, 35.666670)",168200000.0,252.0832682840913,36.11555020918467
Yamato 791829,9.27,"(-71.500000, 35.666670)",1853999.9999999998,66.95448414173794,9.59245748522215
Yamato 791830,16.18,"(-71.500000, 35.666670)",3236000.0,78.87186321793232,11.299840546850549
Yamato 791831,14.73,"(-71.500000, 35.666670)",2946000.0,76.72377204991308,10.992087101092004
Yamato 791832,105.87,"(-71.500000, 35.666670)",21174000.0,137.0399628563422,19.63348735079603
Yamato 791833,116.35,"(-71.500000, 35.666670)",23270000.0,140.89754080959077,20.186156122526583
Yamato 791834,11.39,"(-71.500000, 35.666670)",2278000.0,71.13529645429847,10.19143550552968
Yamato 791835,23.8,"(-71.500000, 35.666670)",4760000.0,88.35127100727797,12.657939520653226
Yamato 791836,4.29,"(-71.500000, 35.666670)",858000.0000000001,53.37860357683625,7.647463676180268
Yamato 791837,12.52,"(-71.500000, 35.666670)",2504000.0,73.1420202245613,10.478935479543091
Yamato 791838,16.0,"(-71.500000, 35.666670)",3200000.0,78.61278919810445,11.262723443305049
Yamato 791839,5.8,"(-71.500000, 35.666670)",1160000.0,58.32915586711599,8.356721061725185
Yamato 791840,309.55,"(-71.500000, 35.666670)",61910000.0,187.88211881855213,26.917558399601415
Yamato 791841,7.19,"(-71.500000, 35.666670)",1438000.0,62.13345234708644,8.901756285475765
Yamato 791842,10.9,"(-71.500000, 35.666670)",2180000.0,70.22126544644644,10.060483804603503
Yamato 791843,7.55,"(-71.500000, 35.666670)",1510000.0,63.032671914864345,9.030585976038823
Yamato 791844,161.34,"(-71.500000, 35.666670)",32268000.000000004,155.1166640418167,22.223306237723058
Yamato 791845,1559.0,"(-71.500000, 35.666670)",311800000.0,302.2578306213288,43.303976230669754
Yamato 791846,34.93,"(-71.500000, 35.666670)",6986000.000000001,98.90453889239875,14.169888642744597
Yamato 791847,6.86,"(-71.500000, 35.666670)",1372000.0000000002,61.28080207557828,8.779598500466314
Yamato 791848,2.95,"(-71.500000, 35.666670)",590000.0000000001,47.811918816105404,6.8499340172569845
Yamato 791849,41.57,"(-71.500000, 35.666670)",8314000.000000001,104.09856042630076,14.91402746152499
Yamato 791850,14.17,"(-71.500000, 35.666670)",2834000.0,75.85415791754696,10.867498931976826
Yamato 791851,13.86,"(-71.500000, 35.666670)",2772000.0,75.36228962452537,10.797029780438741
Yamato 791852,4.61,"(-71.500000, 35.666670)",922000.0000000001,54.520014248813084,7.8109916830713155
Yamato 791853,1.38,"(-71.500000, 35.666670)",276000.0,38.23842165189839,5.478355015346586
Yamato 791854,0.87,"(-71.500000, 35.666670)",174000.0,33.38674888964172,4.783263935178801
Yamato 791855,8.36,"(-71.500000, 35.666670)",1671999.9999999998,64.95048295212058,9.305347570805592
Yamato 791856,26.11,"(-71.500000, 35.666670)",5222000.0,90.79133865430204,13.007523950511501
Yamato 791857,116.34,"(-71.500000, 35.666670)",23268000.0,140.89397920891676,20.185645857926943
Yamato 791858,2.14,"(-71.500000, 35.666670)",428000.0,43.50470311128265,6.232846393361195
Yamato 791859,57.2,"(-71.500000, 35.666670)",11440000.0,114.34355501297715,16.381810781324507
Yamato 791860,25.16,"(-71.500000, 35.666670)",5032000.0,89.80706777393662,12.866509099977215
Yamato 791861,256.74,"(-71.500000, 35.666670)",51348000.00000001,177.8253072288317,25.476735744511377
Yamato 791862,80.91,"(-71.500000, 35.666670)",16182000.0,126.6207745685504,18.14074758941441
