name,mass,GeoLocation,KE,crater_diameter,crater_depth
Yamato 791718,184.01,"(-71.500000, 35.666670)",36801999.99999999,131.49779181608838,18.839469731797998
Yamato 791719,170.69,"(-71.500000, 35.666670)",34138000.0,128.62369830077304,18.427703138303645
Yamato 791720,117.52,"(-71.500000, 35.666670)",23504000.0,115.25200040867458,16.51196224089555
Yamato 791721,9.8,"(-71.500000, 35.666670)",1960000.0000000002,55.507054970373716,7.952403364142743
Yamato 791722,8.949999999999998,"(-71.500000, 35.666670)",1789999.9999999995,54.045526433667874,7.743012603665654
Yamato 791723,7.13,"(-71.500000, 35.666670)",1426000.0,50.5501242625606,7.242232153335842
Yamato 791724,3.61,"(-71.500000, 35.666670)",722000.0,41.3800932358166,5.928457073297916
Yamato 791725,47.07,"(-71.500000, 35.666670)",9414000.0,88.06080789951851,12.61632535473254
Yamato 791726,4.98,"(-71.500000, 35.666670)",996000.0,45.48662836073643,6.516793524579884
Yamato 791727,18.17,"(-71.500000, 35.666670)",3634000.0000000005,66.55870766580585,9.535755248356391
Yamato 791728,48.2,"(-71.500000, 35.666670)",9640000.0,88.67735497880115,12.704657028428011
Yamato 791729,51.3,"(-71.500000, 35.666670)",10260000.0,90.31795879137033,12.939703605575081
Yamato 791730,34.8,"(-71.500000, 35.666670)",6959999.999999999,80.57625016146012,11.544025226991582
Yamato 791731,24.83,"(-71.500000, 35.666670)",4966000.0,72.9610793331621,10.45301237924094
Yamato 791732,25.52,"(-71.500000, 35.666670)",5104000.0,73.55161308834879,10.537617167297036
Yamato 791733,15.59,"(-71.500000, 35.666670)",3118000.0,63.62746771482972,9.115801380155423
Yamato 791734,19.47,"(-71.500000, 35.666670)",3893999.9999999995,67.92523085695798,9.73153475112946
Yamato 791735,11.79,"(-71.500000, 35.666670)",2357999.9999999995,58.608527054859,8.396746106729605
